KR7A00198000,19951124,A001980,1670,1650,1700,1640,2,30,1.829268,,421899,71051400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46456199,0,500,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002000008,19951124,A002000,26200,26500,26700,26200,2,100,0.3831418,,7860,207778000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10679660,26100,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.925543,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002001006,19951124,A002005,15400,15300,15400,15200,2,500,3.355705,,1700,26006000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946777,14900,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.8082231,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002020006,19951124,A002020,23700,22900,23700,22900,2,900,3.947368,,13960,326547000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8770898,22800,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.5684642,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002021004,19951124,A002025,13100,12800,13400,12800,2,300,2.34375,,40360,530553000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844251,12800,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.3842938,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002030005,19951124,A002030,32100,32600,32600,31700,5,-500,-1.533742,,3470,113079000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,32600,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.9867839,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00205000,19951124,A002050,1270,1260,1290,1260,2,10,0.7936509,,193299,24780100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31465810,0,500,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00205500,19951124,A002055,759,730,759,730,2,29,3.972603,,4799,351270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450000,0,500,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002070001,19951124,A002070,115000,115000,115000,115000,5,-1000,-0.862069,,10,1150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,116000,1000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.07447307,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00208000,19951124,A002080,5150,5150,5150,5150,5,-30,-0.5791506,,2310,1189650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290000,0,5000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
